,Palavras,Rotulo,Sentenca
104925,conhecida,O,8139
104926,como,O,8139
104927,Araraquarense,B-NOME_LOCAL,8139
104928,.,O,8139
104929,Passado,O,8139
104930,alguns,O,8139
104931,anos,O,8139
104932,",",O,8139
104933,a,O,8139
104934,agora,O,8139
104935,próspera,O,8139
104936,família,O,8139
104937,Fioravanti,O,8139
104938,começou,O,8139
104939,a,O,8139
104940,desbravar,O,8139
104941,novas,O,8139
104942,terras,O,8139
104943,e,O,8139
104944,acabou,O,8139
104945,por,O,8139
104946,chegar,O,8139
104947,a,O,8139
104948,uma,O,8139
104949,região,O,8139
104950,denominada,O,8139
104951,Alta,B-NOME_LOCAL,8139
104952,Paulista,I-NOME_LOCAL,8139
104953,",",O,8139
104954,hoje,O,8139
104955,Nova,B-NOME_LOCAL,8139
104956,Alta,I-NOME_LOCAL,8139
104957,Paulista,I-NOME_LOCAL,8139
104958,.,O,8139
104959,Isso,O,8139
104960,era,O,8139
104961,início,O,8139
104962,dos,O,8139
104963,anos,B-TEMPO,8139
104964,40,I-TEMPO,8139
104965,",",O,8139
104966,com,O,8139
104967,o,O,8139
104968,auge,O,8139
104969,da,O,8139
104970,II,B-TEMPO,8139
104971,guerra,I-TEMPO,8139
104972,Mundial,I-TEMPO,8139
104973,",",O,8139
104974,as,O,8139
104975,condições,O,8139
104976,ficavam,O,8139
104977,cada,O,8139
104978,vez,O,8139
104979,mais,O,8139
104980,difíceis,O,8139
104981,a,O,8139
104982,cada,O,8139
104983,dia,O,8139
104984,",",O,8139
104985,mas,O,8139
104986,isso,O,8139
104987,não,O,8139
104988,foi,O,8139
104989,motivo,O,8139
104990,para,O,8139
104991,tirar,O,8139
104992,o,O,8139
104993,entusiasmo,O,8139
104994,agora,O,8139
104995,dos,O,8139
104996,filhos,O,8139
104997,de,O,8139
104998,Dona,B-NOME_PESSOA,8139
104999,Caterina,I-NOME_PESSOA,8139
105000,",",O,8139
105001,tendo,O,8139
105002,em,O,8139
105003,vista,O,8139
105004,que,O,8139
105005,ela,O,8139
105006,há,O,8139
105007,pouco,O,8139
105008,tempo,O,8139
105009,falecera,O,8139
105010,.,O,8139
105011,E,O,8139
105012,com,O,8139
105013,este,O,8139
105014,mesmo,O,8139
105015,entusiasmo,O,8139
105016,fundaram,O,8139
105017,naquele,O,8139
105018,lugar,O,8139
105019,",",O,8139
105020,uma,O,8139
105021,cidade,O,8139
105022,de,O,8139
105023,nome,O,8139
105024,Dracena,B-NOME_LOCAL,8139
105025,A,O,8139
105026,família,O,8139
105027,Fioravanti,O,8139
105028,",",O,8139
105029,naqueles,O,8139
105030,primórdios,O,8139
105031,",",O,8139
105032,possuíam,O,8139
105033,uma,O,8139
105034,propriedade,O,8139
105035,em,O,8139
105036,sociedade,O,8139
105037,chamada,O,8139
105038,Fazenda,B-NOME_ORGANIZACAO,8139
105039,Tocantins,I-NOME_ORGANIZACAO,8139
105040,",",O,8139
105041,passado,O,8139
105042,alguns,O,8139
105043,anos,O,8139
105044,",",O,8139
105045,por,O,8139
105046,conta,O,8139
105047,da,O,8139
105048,dissolução,O,8139
105049,da,O,8139
105050,sociedade,O,8139
105051,entre,O,8139
105052,os,O,8139
105053,irmãos,O,8139
105054,ela,O,8139
105055,foi,O,8139
105056,desmembrada,O,8139
105057,em,O,8139
105058,várias,O,8139
105059,outras,O,8139
105060,",",O,8139
105061,ficando,O,8139
105062,uma,O,8139
105063,delas,O,8139
105064,para,O,8139
105065,Oswaldo,B-NOME_PESSOA,8139
105066,Fioravanti,I-NOME_PESSOA,8139
105067,",",O,8139
105068,um,O,8139
105069,dos,O,8139
105070,filhos,O,8139
105071,de,O,8139
105072,Dona,B-NOME_PESSOA,8139
105073,Caterina,I-NOME_PESSOA,8139
105074,.,O,8139
105075,Querendo,O,8139
105076,então,O,8139
105077,homenagear,O,8139
105078,a,O,8139
105079,sua,O,8139
105080,genitora,O,8139
105081,e,O,8139
105082,matriarca,O,8139
105083,da,O,8139
105084,família,O,8139
105085,Fioravanti,O,8139
105086,",",O,8139
105087,Oswaldo,B-NOME_PESSOA,8139
105088,deu,O,8139
105089,o,O,8139
105090,nome,O,8139
105091,a,O,8139
105092,esta,O,8139
105093,nova,O,8139
105094,propriedade,O,8139
105095,de,O,8139
105096,Fazenda,B-NOME_ORGANIZACAO,8139
105097,Santa,I-NOME_ORGANIZACAO,8139
105098,Catarina,I-NOME_ORGANIZACAO,8139
105099,",",O,8139
105100,que,O,8139
105101,mantém,O,8139
105102,este,O,8139
105103,nome,O,8139
105104,até,O,8139
105105,os,O,8139
105106,dias,O,8139
105107,atuais,O,8139
105108,.,O,8139
105109,Hoje,O,8139
105110,a,O,8139
105111,fazenda,B-NOME_ORGANIZACAO,8139
105112,Santa,I-NOME_ORGANIZACAO,8139
105113,Catarina,I-NOME_ORGANIZACAO,8139
105114,juntamente,O,8139
105115,com,O,8139
105116,seus,O,8139
105117,proprietários,O,8139
105118,",",O,8139
105119,netos,O,8139
105120,e,O,8139
105121,bisnetos,O,8139
105122,de,O,8139
105123,Dona,B-NOME_PESSOA,8139
105124,Caterina,I-NOME_PESSOA,8139
105125,",",O,8139
105126,mantém,O,8139
105127,o,O,8139
105128,entusiasmo,O,8139
105129,dos,O,8139
105130,velhos,O,8139
105131,tempos,O,8139
105132,",",O,8139
105133,área,O,8139
105134,de,O,8139
105135,plantio,O,8139
105136,de,O,8139
105137,café,O,8139
105138,outrora,O,8139
105139,teve,O,8139
105140,na,O,8139
105141,década,B-TEMPO,8139
105142,de,I-TEMPO,8139
105143,70,I-TEMPO,8139
105144,seu,O,8139
105145,rumo,O,8139
105146,mudado,O,8139
105147,para,O,8139
105148,a,O,8139
105149,pecuária,O,8139
105150,de,O,8139
105151,corte,O,8139
105152,e,O,8139
105153,gado,O,8139
105154,de,O,8139
105155,elite,O,8139
105156,",",O,8139
105157,mantendo,O,8139
105158,por,O,8139
105159,muito,O,8139
105160,tempo,O,8139
105161,esta,O,8139
105162,condição,O,8139
105163,até,O,8139
105164,início,O,8139
105165,do,O,8139
105166,século,B-TEMPO,8139
105167,XXI,I-TEMPO,8139
105168,",",O,8139
105169,onde,O,8139
105170,uma,O,8139
105171,nova,O,8139
105172,cultura,O,8139
105173,entrou,O,8139
105174,para,O,8139
105175,se,O,8139
105176,fixar,O,8139
105177,nas,O,8139
105178,terras,O,8139
105179,de,O,8139
105180,região,O,8139
105181,e,O,8139
105182,hoje,O,8139
105183,praticamente,O,8139
105184,se,O,8139
105185,estabelecer,O,8139
105186,definitivamente,O,8139
105187,",",O,8139
105188,a,O,8139
105189,Cana,O,8139
105190,de,O,8139
105191,açúcar,O,8139
105192,.,O,8139
105193,Planta,O,8139
105194,versátil,O,8139
105195,",",O,8139
105196,de,O,8139
105197,açúcar,O,8139
105198,aos,O,8139
105199,plásticos,O,8139
105200,biodegradáveis,O,8139
105201,",",O,8139
105202,passando,O,8139
105203,pela,O,8139
105204,produção,O,8139
105205,de,O,8139
105206,bioenergia,O,8139
105207,até,O,8139
105208,a,O,8139
105209,nossa,O,8139
105210,deliciosa,O,8139
105211,cachaça,O,8139
105212,",",O,8139
105213,tudo,O,8139
105214,se,O,8139
105215,aproveita,O,8139
105216,nesta,O,8139
105217,planta,O,8139
105218,",",O,8139
105219,que,O,8139
105220,nos,O,8139
105221,foi,O,8139
105222,introduzida,O,8139
105223,nos,O,8139
105224,primórdios,O,8139
105225,da,O,8139
105226,colonização,O,8139
105227,por,O,8139
105228,Martim,B-NOME_PESSOA,8139
105229,Afonso,I-NOME_PESSOA,8139
105230,de,I-NOME_PESSOA,8139
105231,Souza,I-NOME_PESSOA,8139
105232,.,O,8139
105233,E,O,8139
105234,trilhando,O,8139
105235,este,O,8139
105236,caminho,O,8139
105237,",",O,8139
105238,em,O,8139
105239,2008,B-TEMPO,8139
105240,",",O,8139
105241,os,O,8139
105242,proprietários,O,8139
105243,da,O,8139
105244,fazenda,B-NOME_ORGANIZACAO,8139
105245,Santa,I-NOME_ORGANIZACAO,8139
105246,Catarina,I-NOME_ORGANIZACAO,8139
105247,querendo,O,8139
105248,agregar,O,8139
105249,mais,O,8139
105250,um,O,8139
105251,negócio,O,8139
105252,em,O,8139
105253,sua,O,8139
105254,propriedade,O,8139
105255,resolveram,O,8139
105256,montar,O,8139
105257,a,O,8139
105258,Destilaria,B-NOME_ORGANIZACAO,8139
105259,Vitória,I-NOME_ORGANIZACAO,8139
105260,",",O,8139
105261,uma,O,8139
105262,empresa,O,8139
105263,destinada,O,8139
105264,a,O,8139
105265,fabricar,O,8139
105266,cachaça,O,8139
105267,da,O,8139
105268,mais,O,8139
105269,alta,O,8139
105270,qualidade,O,8139
105271,",",O,8139
105272,realmente,O,8139
105273,um,O,8139
105274,produto,O,8139
105275,de,O,8139
105276,excelência,O,8139
105277,sensorial,O,8139
105278,e,O,8139
105279,química,O,8139
105280,",",O,8139
105281,com,O,8139
105282,vários,O,8139
105283,prêmios,O,8139
105284,nacionais,O,8139
105285,e,O,8139
105286,internacionais,O,8139
105287,em,O,8139
105288,seu,O,8139
105289,currículo,O,8139
105290,",",O,8139
105291,hoje,O,8139
105292,o,O,8139
105293,lar,O,8139
105294,da,O,8139
105295,CACHAÇA,O,8139
105296,CATARINA,B-NOME_BEBIDA,8139
105297,",",O,8139
105298,nome,O,8139
105299,em,O,8139
105300,homenagem,O,8139
105301,a,O,8139
105302,esta,O,8139
105303,senhora,O,8139
105304,que,O,8139
105305,foi,O,8139
105306,a,O,8139
105307,inspiração,O,8139
105308,Modo,O,8140
105309,de,O,8140
105310,Produção,O,8140
105311,:,O,8140
105312,CACHAÇA,O,8140
105313,DE,O,8140
105314,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8140
105315,LOCAL,O,8141
105316,DE,O,8141
105317,PRODUÇÃO,O,8141
105318,:,O,8141
105319,DRACENA,B-NOME_LOCAL,8141
105320,-,O,8141
105321,SP,B-NOME_LOCAL,8141
105322,Barril,B-RECIPIENTE_ARMAZENAMENTO,8142
105323,:,O,8142
105324,CARVALHO,B-TIPO_MADEIRA,8142
105325,AMERICANO,I-TIPO_MADEIRA,8142
105326,NOVO,I-TIPO_MADEIRA,8142
105327,Volume,O,8143
105328,:,O,8143
105329,750,B-VOLUME,8143
105330,ML,I-VOLUME,8143
105331,Graduação,O,8144
105332,Alcóolica,O,8144
105333,:,O,8144
105334,42%,B-GRADUACAO_ALCOOLICA,8144
105335,id,O,8145
105336,:,O,8145
105337,602,O,8145
105338,NOME,O,8146
105339,DA,O,8146
105340,CACHAÇA,O,8146
105341,:,O,8146
105342,Cachaça,O,8146
105343,Chapelão,B-NOME_BEBIDA,8146
105344,Carvalho,B-TIPO_MADEIRA,8146
105345,750,B-VOLUME,8146
105346,ml,I-VOLUME,8146
105347,PREÇO,O,8147
105348,:,O,8147
105349,R$,B-PRECO,8147
105350,99,I-PRECO,8147
105351,",",I-PRECO,8147
105352,00,I-PRECO,8147
105353,DESCRIÇÃO,O,8148
105354,DA,O,8148
105355,CACHAÇA,O,8148
105356,:,O,8148
105357,A,O,8148
105358,Cachaça,O,8148
105359,Chapelão,B-NOME_BEBIDA,8148
105360,Carvalho,B-TIPO_MADEIRA,8148
105361,750,B-VOLUME,8148
105362,ml,I-VOLUME,8148
105363,é,O,8148
105364,produzida,O,8148
105365,na,O,8148
105366,propriedade,O,8148
105367,dos,O,8148
105368,Irmãos,O,8148
105369,Grígio,O,8148
105370,",",O,8148
105371,cidade,O,8148
105372,de,O,8148
105373,Domingo,B-NOME_LOCAL,8148
105374,Martins,I-NOME_LOCAL,8148
105375,(,O,8148
105376,ES,B-NOME_LOCAL,8148
105377,),O,8148
105378,.,O,8148
105379,De,O,8149
105380,colocação,O,8149
105381,amarela,B-CARACTERISTICA_SENSORIAL_COR,8149
105382,é,O,8149
105383,uma,O,8149
105384,cachaça,O,8149
105385,armazenada,O,8149
105386,pelo,O,8149
105387,período,O,8149
105388,de,O,8149
105389,três,B-TEMPO_ARMAZENAMENTO,8149
105390,anos,I-TEMPO_ARMAZENAMENTO,8149
105391,",",O,8149
105392,em,O,8149
105393,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8149
105394,de,O,8149
105395,carvalho,B-TIPO_MADEIRA,8149
105396,americano,I-TIPO_MADEIRA,8149
105397,o,O,8149
105398,que,O,8149
105399,lhe,O,8149
105400,atribui,O,8149
105401,notas,O,8149
105402,de,O,8149
105403,coco,B-CARACTERISTICA_SENSORIAL_AROMA,8149
105404,e,O,8149
105405,um,O,8149
105406,suave,B-CARACTERISTICA_SENSORIAL_AROMA,8149
105407,adocicado,I-CARACTERISTICA_SENSORIAL_AROMA,8149
105408,.,O,8149
105409,Volume,O,8150
105410,:,O,8150
105411,750,B-VOLUME,8150
105412,ML,I-VOLUME,8150
105413,Teor,O,8150
105414,Alcoólico,O,8150
105415,:,O,8150
105416,40%,B-GRADUACAO_ALCOOLICA,8150
105417,Vol,O,8150
105418,.,O,8150
105419,INFORMAÇÕES,O,8151
105420,DO,O,8151
105421,PRODUTO,O,8151
105422,:,O,8151
105423,A,O,8151
105424,empresa,O,8151
105425,Irmãos,B-NOME_ORGANIZACAO,8151
105426,Grígio,I-NOME_ORGANIZACAO,8151
105427,Ltda,I-NOME_ORGANIZACAO,8151
105428,foi,O,8151
105429,fundada,O,8151
105430,na,O,8151
105431,cidade,O,8151
105432,de,O,8151
105433,Domingos,B-NOME_LOCAL,8151
105434,Martins,I-NOME_LOCAL,8151
105435,",",O,8151
105436,interior,B-NOME_LOCAL,8151
105437,do,I-NOME_LOCAL,8151
105438,Espírito,I-NOME_LOCAL,8151
105439,Santo,I-NOME_LOCAL,8151
105440,",",O,8151
105441,em,O,8151
105442,1982,B-TEMPO,8151
105443,e,O,8151
105444,mantém,O,8151
105445,",",O,8151
105446,desde,O,8151
105447,então,O,8151
105448,",",O,8151
105449,a,O,8151
105450,produção,O,8151
105451,das,O,8151
105452,Cachaças,O,8151
105453,Chapelão,B-NOME_BEBIDA,8151
105454,",",O,8151
105455,referência,O,8151
105456,de,O,8151
105457,qualidade,O,8151
105458,e,O,8151
105459,sabor,O,8151
105460,nas,O,8151
105461,serras,O,8151
105462,capixabas,O,8151
105463,.,O,8151
105464,A,O,8151
105465,Cachaça,O,8151
105466,Chapelão,B-NOME_BEBIDA,8151
105467,Ouro,B-CLASSIFICACAO_BEBIDA,8151
105468,é,O,8151
105469,uma,O,8151
105470,cachaça,O,8151
105471,com,O,8151
105472,40%,B-GRADUACAO_ALCOOLICA,8151
105473,de,O,8151
105474,teor,O,8151
105475,alcóolico,O,8151
105476,",",O,8151
105477,armazenada,O,8151
105478,em,O,8151
105479,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8151
105480,de,O,8151
105481,carvalho,B-TIPO_MADEIRA,8151
105482,",",O,8151
105483,pelo,O,8151
105484,período,O,8151
105485,de,O,8151
105486,três,B-TEMPO_ARMAZENAMENTO,8151
105487,anos,I-TEMPO_ARMAZENAMENTO,8151
105488,.,O,8151
105489,Turistas,O,8151
105490,que,O,8151
105491,perfazem,O,8151
105492,o,O,8151
105493,Circuito,B-NOME_LOCAL,8151
105494,Turístico,I-NOME_LOCAL,8151
105495,de,I-NOME_LOCAL,8151
105496,Paraju,I-NOME_LOCAL,8151
105497,têm,O,8151
105498,parada,O,8151
105499,obrigatória,O,8151
105500,para,O,8151
105501,uma,O,8151
105502,degustação,O,8151
105503,desta,O,8151
105504,excelente,O,8151
105505,cachaça,O,8151
105506,premium,B-CLASSIFICACAO_BEBIDA,8151
105507,de,O,8151
105508,sabor,O,8151
105509,incomparável,O,8151
105510,!,O,8151
105511,Modo,O,8152
105512,de,O,8152
105513,Produção,O,8152
105514,:,O,8152
105515,CACHAÇA,O,8152
105516,ARTESANAL,O,8152
105517,OU,O,8152
105518,DE,O,8152
105519,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8152
105520,LOCAL,O,8153
105521,DE,O,8153
105522,PRODUÇÃO,O,8153
105523,:,O,8153
105524,DOMINGOS,B-NOME_LOCAL,8153
105525,MARTINS,I-NOME_LOCAL,8153
105526,-,O,8153
105527,ES,B-NOME_LOCAL,8153
105528,Barril,O,8154
105529,:,O,8154
105530,TONÉIS,B-RECIPIENTE_ARMAZENAMENTO,8154
105531,DE,O,8154
105532,CARVALHO,B-TIPO_MADEIRA,8154
105533,AMERICANO,I-TIPO_MADEIRA,8154
105534,3,B-TEMPO_ARMAZENAMENTO,8154
105535,ANOS,I-TEMPO_ARMAZENAMENTO,8154
105536,Volume,O,8155
105537,:,O,8155
105538,750ML,B-VOLUME,8155
105539,Graduação,O,8156
105540,Alcóolica,O,8156
105541,:,O,8156
105542,40%,B-GRADUACAO_ALCOOLICA,8156
105543,VOL,O,8156
105544,.,O,8156
105545,id,O,8157
105546,:,O,8157
105547,603,O,8157
105548,NOME,O,8158
105549,DA,O,8158
105550,CACHAÇA,O,8158
105551,:,O,8158
105552,Cachaça,O,8158
105553,Chapelão,B-NOME_BEBIDA,8158
105554,Classica,B-CLASSIFICACAO_BEBIDA,8158
105555,750,B-VOLUME,8158
105556,ml,I-VOLUME,8158
105557,PREÇO,O,8159
105558,:,O,8159
105559,R$,B-PRECO,8159
105560,99,I-PRECO,8159
105561,",",I-PRECO,8159
105562,00,I-PRECO,8159
105563,DESCRIÇÃO,O,8160
105564,DA,O,8160
105565,CACHAÇA,O,8160
105566,:,O,8160
105567,A,O,8160
105568,Cachaça,O,8160
105569,Chapelão,B-NOME_BEBIDA,8160
105570,Clássica,B-CLASSIFICACAO_BEBIDA,8160
105571,750ml,B-VOLUME,8160
105572,é,O,8160
105573,uma,O,8160
105574,cachaça,O,8160
105575,incolor,B-CARACTERISTICA_SENSORIAL_COR,8160
105576,",",O,8160
105577,armazenada,O,8160
105578,em,O,8160
105579,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8160
105580,de,O,8160
105581,10000,B-VOLUME,8160
105582,litros,I-VOLUME,8160
105583,de,O,8160
105584,carvalho,B-TIPO_MADEIRA,8160
105585,",",O,8160
105586,o,O,8160
105587,que,O,8160
105588,torna,O,8160
105589,o,O,8160
105590,armazenamento,O,8160
105591,dessa,O,8160
105592,cachaça,O,8160
105593,",",O,8160
105594,de,O,8160
105595,certa,O,8160
105596,forma,O,8160
105597,",",O,8160
105598,em,O,8160
105599,madeira,O,8160
105600,neutra,O,8160
105601,",",O,8160
105602,não,O,8160
105603,alterando,O,8160
105604,significativamente,O,8160
105605,sua,O,8160
105606,cor,O,8160
105607,e,O,8160
105608,sabor,O,8160
105609,.,O,8160
105610,Esta,O,8161
105611,cachaça,O,8161
105612,é,O,8161
105613,produzida,O,8161
105614,na,O,8161
105615,propriedade,O,8161
105616,dos,O,8161
105617,Irmãos,O,8161
105618,Grígio,O,8161
105619,",",O,8161
105620,cidade,O,8161
105621,de,O,8161
105622,Domingo,B-NOME_LOCAL,8161
105623,Martins,I-NOME_LOCAL,8161
105624,(,O,8161
105625,ES,B-NOME_LOCAL,8161
105626,),O,8161
105627,",",O,8161
105628,muito,O,8161
105629,saborosa,O,8161
105630,e,O,8161
105631,de,O,8161
105632,ótima,O,8161
105633,qualidade,O,8161
105634,",",O,8161
105635,podendo,O,8161
105636,ser,O,8161
105637,apreciada,O,8161
105638,pura,O,8161
105639,ou,O,8161
105640,na,O,8161
105641,preparação,O,8161
105642,de,O,8161
105643,diversos,O,8161
105644,drinks,O,8161
105645,e,O,8161
105646,coktails,O,8161
105647,.,O,8161
105648,É,O,8162
105649,uma,O,8162
105650,cachaça,O,8162
105651,única,O,8162
105652,.,O,8162
105653,TEOR,O,8163
105654,ALCÓOLICO,O,8163
105655,:,O,8163
105656,40%,B-GRADUACAO_ALCOOLICA,8163
105657,VOL,O,8163
105658,.,O,8163
105659,VOLUME,O,8164
105660,:,O,8164
105661,750,B-VOLUME,8164
105662,ml,I-VOLUME,8164
105663,INFORMAÇÕES,O,8165
105664,DO,O,8165
105665,PRODUTO,O,8165
105666,:,O,8165
105667,A,O,8165
105668,empresa,O,8165
105669,Irmãos,B-NOME_ORGANIZACAO,8165
105670,Grígio,I-NOME_ORGANIZACAO,8165
105671,Ltda,I-NOME_ORGANIZACAO,8165
105672,foi,O,8165
105673,fundada,O,8165
105674,na,O,8165
105675,cidade,O,8165
105676,de,O,8165
105677,Domingos,B-NOME_LOCAL,8165
105678,Martins,I-NOME_LOCAL,8165
105679,",",O,8165
105680,interior,B-NOME_LOCAL,8165
105681,do,I-NOME_LOCAL,8165
105682,Espírito,I-NOME_LOCAL,8165
105683,Santo,I-NOME_LOCAL,8165
105684,",",O,8165
105685,em,O,8165
105686,1982,B-TEMPO,8165
105687,e,O,8165
105688,mantém,O,8165
105689,",",O,8165
105690,desde,O,8165
105691,então,O,8165
105692,",",O,8165
105693,a,O,8165
105694,produção,O,8165
105695,das,O,8165
105696,Cachaças,O,8165
105697,Chapelão,B-NOME_BEBIDA,8165
105698,",",O,8165
105699,referência,O,8165
105700,de,O,8165
105701,qualidade,O,8165
105702,e,O,8165
105703,sabor,O,8165
105704,nas,O,8165
105705,serras,O,8165
105706,capixabas,O,8165
105707,.,O,8165
105708,A,O,8165
105709,Cachaça,O,8165
105710,Chapelão,B-NOME_BEBIDA,8165
105711,Clássica,B-CLASSIFICACAO_BEBIDA,8165
105712,é,O,8165
105713,uma,O,8165
105714,cachaça,O,8165
105715,com,O,8165
105716,40%,B-GRADUACAO_ALCOOLICA,8165
105717,de,O,8165
105718,teor,O,8165
105719,alcóolico,O,8165
105720,",",O,8165
105721,armazenada,O,8165
105722,por,O,8165
105723,seis,B-TEMPO_ARMAZENAMENTO,8165
105724,meses,I-TEMPO_ARMAZENAMENTO,8165
105725,",",O,8165
105726,em,O,8165
105727,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8165
105728,de,I-RECIPIENTE_ARMAZENAMENTO,8165
105729,inox,I-RECIPIENTE_ARMAZENAMENTO,8165
105730,.,O,8165
105731,Turistas,O,8165
105732,que,O,8165
105733,perfazem,O,8165
105734,o,O,8165
105735,Circuito,B-NOME_LOCAL,8165
105736,Turístico,I-NOME_LOCAL,8165
105737,de,I-NOME_LOCAL,8165
105738,Paraju,I-NOME_LOCAL,8165
105739,têm,O,8165
105740,parada,O,8165
105741,obrigatória,O,8165
105742,para,O,8165
105743,uma,O,8165
105744,degustação,O,8165
105745,desta,O,8165
105746,excelente,O,8165
105747,cachaça,O,8165
105748,e,O,8165
105749,dos,O,8165
105750,mais,O,8165
105751,variados,O,8165
105752,drinks,O,8165
105753,e,O,8165
105754,cocktails,O,8165
105755,!,O,8165
105756,Modo,O,8166
105757,de,O,8166
105758,Produção,O,8166
105759,:,O,8166
105760,CACHAÇA,O,8166
105761,ARTESANAL,O,8166
105762,OU,O,8166
105763,DE,O,8166
105764,ALMABIQUE,B-EQUIPAMENTO_DESTILACAO,8166
105765,LOCAL,O,8167
105766,DE,O,8167
105767,PRODUÇÃO,O,8167
105768,:,O,8167
105769,DOMINGOS,B-NOME_LOCAL,8167
105770,MARTINS,I-NOME_LOCAL,8167
105771,-,O,8167
105772,ES,B-NOME_LOCAL,8167
105773,Barril,O,8168
105774,:,O,8168
105775,TONÉIS,B-RECIPIENTE_ARMAZENAMENTO,8168
105776,DE,O,8168
105777,CARVALHO,B-TIPO_MADEIRA,8168
105778,10000,B-VOLUME,8168
105779,L,I-VOLUME,8168
105780,Volume,O,8169
105781,:,O,8169
105782,750,B-VOLUME,8169
105783,ML,I-VOLUME,8169
105784,Graduação,O,8170
105785,Alcóolica,O,8170
105786,:,O,8170
105787,40%,B-GRADUACAO_ALCOOLICA,8170
105788,VOL,O,8170
105789,.,O,8170
105790,id,O,8171
105791,:,O,8171
105792,604,O,8171
105793,NOME,O,8172
105794,DA,O,8172
105795,CACHAÇA,O,8172
105796,:,O,8172
105797,Cachaça,O,8172
105798,Chapelão,B-NOME_BEBIDA,8172
105799,Prata,B-CLASSIFICACAO_BEBIDA,8172
105800,-,O,8172
105801,Inox,B-RECIPIENTE_ARMAZENAMENTO,8172
105802,750,B-VOLUME,8172
105803,ml,I-VOLUME,8172
105804,PREÇO,O,8173
105805,:,O,8173
105806,R$,B-PRECO,8173
105807,59,I-PRECO,8173
105808,",",I-PRECO,8173
105809,00,I-PRECO,8173
105810,DESCRIÇÃO,O,8174
105811,DA,O,8174
105812,CACHAÇA,O,8174
105813,:,O,8174
105814,Cachaça,O,8174
105815,Chapelão,B-NOME_BEBIDA,8174
105816,Prata,B-CLASSIFICACAO_BEBIDA,8174
105817,-,O,8174
105818,INOX,B-RECIPIENTE_ARMAZENAMENTO,8174
105819,-,O,8174
105820,750,B-VOLUME,8174
105821,ml,I-VOLUME,8174
105822,",",O,8174
105823,produzida,O,8174
105824,há,O,8174
105825,mais,O,8174
105826,de,O,8174
105827,37,B-TEMPO,8174
105828,anos,I-TEMPO,8174
105829,em,O,8174
105830,Domingos,B-NOME_LOCAL,8174
105831,Martins,I-NOME_LOCAL,8174
105832,-,O,8174
105833,ES,B-NOME_LOCAL,8174
105834,.,O,8174
105835,Cachaça,O,8175
105836,descansada,O,8175
105837,por,O,8175
105838,2,B-TEMPO_ARMAZENAMENTO,8175
105839,anos,I-TEMPO_ARMAZENAMENTO,8175
105840,em,O,8175
105841,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8175
105842,de,I-RECIPIENTE_ARMAZENAMENTO,8175
105843,Inox,I-RECIPIENTE_ARMAZENAMENTO,8175
105844,.,O,8175
105845,INFORMAÇÕES,O,8176
105846,DO,O,8176
105847,PRODUTO,O,8176
105848,:,O,8176
105849,A,O,8176
105850,empresa,O,8176
105851,Irmãos,B-NOME_ORGANIZACAO,8176
105852,Grígio,I-NOME_ORGANIZACAO,8176
105853,Ltda,I-NOME_ORGANIZACAO,8176
105854,foi,O,8176
105855,fundada,O,8176
105856,na,O,8176
105857,cidade,O,8176
105858,de,O,8176
105859,Domingos,B-NOME_LOCAL,8176
105860,Martins,I-NOME_LOCAL,8176
105861,",",O,8176
105862,interior,B-NOME_LOCAL,8176
105863,do,I-NOME_LOCAL,8176
105864,Espírito,I-NOME_LOCAL,8176
105865,Santo,I-NOME_LOCAL,8176
105866,",",O,8176
105867,em,O,8176
105868,1982,B-TEMPO,8176
105869,e,O,8176
105870,mantém,O,8176
105871,",",O,8176
105872,desde,O,8176
105873,então,O,8176
105874,",",O,8176
105875,a,O,8176
105876,produção,O,8176
105877,das,O,8176
105878,Cachaças,O,8176
105879,Chapelão,B-NOME_BEBIDA,8176
105880,",",O,8176
105881,referência,O,8176
105882,de,O,8176
105883,qualidade,O,8176
105884,e,O,8176
105885,sabor,O,8176
105886,nas,O,8176
105887,serras,O,8176
105888,capixabas,O,8176
105889,.,O,8176
105890,A,O,8176
105891,Cachaça,O,8176
