,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,TIPO,PRODUTOR,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,ANÁLISE_SENSORIAL,HISTÓRIA_DO_ALAMBIQUE,TIPO_DO_PRODUTO,HARMONIZAÇÃO,PREMIOS,ANÁLISE_DO_CACHACIER,INFORMAÇÕES_DO_PRODUTO,MODO_DE_PRODUÇÃO,PALAVRAS_COMUMENTE_USADAS,INGREDIENTES,INFORMAÇÕES_TÉCNICAS,TEXTO_DESCRITIVO,CONSUMO
1515,NOME DA CACHAÇA: Cachaça Sete Engenhos Cerejeira Ouro 700ml,"PREÇO: R$ 69,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Sete Engenhos Cerejeira Ouro 700ml é armazenada por um ano em barris de cerejeira.', 'Leve, possui graduação alcoólica de 39%.', 'A bebida conquista os amantes de cachaça pelos aromas de baunilha e canela unidos à notas de castanhas, como amêndoas e nozes.', 'No paladar, mostra personalidade e acidez.', 'Ótima para se degustar pura, como aperitivo ou digestivo.', 'Harmoniza muito bem com pratos de toque ácido, como vinagrete de frutos do mar, ostras ou linguiças.']",VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 39%,RECIPIENTE DE ARMAZENAMENTO: Cerejeira,,,LOCAL DE PRODUÇÃO: Quissamã - RJ,TEMPO DE ARMAZENAMENTO: 1 ano,,"['HISTÓRIA DO ALAMBIQUE: A história da Cachaça Sete Engenhos começou há mais de 450 anos, quando os antepassados do fundador do Engenho São Miguel, Haroldo Carneiro, participaram da fundação do Rio de Janeiro.', 'Logo em seguida, iniciaram a produção de cana, cachaça e açúcar na Ilha dos Sete Engenhos, hoje, Ilha do Governador.', 'No final do século XVII, a família Barcelos trocou as terras da Ilha dos Sete Engenhos por propriedades em Quissamã, município ao Norte do estado do Rio.', 'Ana Barcelos Coutinho, uma das herdeiras, casou-se com Manoel Carneiro da Silva, fundador do primeiro engenho de Quissamã, por volta de 1770.', 'Anos depois, com a chegada de D. João VI ao Rio de Janeiro em 1808, o açúcar ganhou novo impulso e Quissamã viveu seu esplendor.', 'Os herdeiros de Manoel fundaram, então, sete engenhos de açúcar e cachaça, entre eles o São Miguel, em 1858.', 'Em 1877, as sete propriedades se uniram para formar o Engenho Central de Quissamã, primeiro da América Latina.', 'Em 2002, com a crise da cultura canavieira, o local fechou as portas.', 'Posteriormente, em 2010, Haroldo reabriu o Engenho São Miguel, adicionando técnicas de produção modernas e sustentáveis à tradição centenária de manejo da cana.']",,,"PREMIOS: 2014 - Medalha de Ouro no Concurso Mundial de Bruxelas
2013 - Medalha de Ouro no Concurso Mundial de Bruxelas
2013 - Medalha de Ouro no ExpoCachaça
",['ANÁLISE DO CACHACIER: nan'],,,,,,,
1516,NOME DA CACHAÇA: Cachaça Severina Do Popote Ouro 750ml,"PREÇO: R$ 69,12",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 750ml,GRADUAÇÃO ALCOÓLICA: 43%,RECIPIENTE DE ARMAZENAMENTO: Balsamo e Jequitiba,,,LOCAL DE PRODUÇÃO: Araçuaí - MG,TEMPO DE ARMAZENAMENTO: 8 anos,,['HISTÓRIA DO ALAMBIQUE: nan'],,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1517,NOME DA CACHAÇA: Cachaça Santuário de Minas Export 700ml,"PREÇO: R$ 105,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Santuário de Minas Export 700ml é uma bebida armazenada por dois anos em barris de carvalho.', 'Leve, possui graduação alcoólica de 40%.', 'O nome do destilado é uma homenagem ao Santuário do Caraça, situado na Serra do Espinhaço, próximo aos municípios de Catas Altas e Santa Bárbara, já que o produtor, Thales de Paiva, frequenta o local desde criança.']",VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Carvalho,,,LOCAL DE PRODUÇÃO: Papagaios - MG,TEMPO DE ARMAZENAMENTO: 2 anos,,"['HISTÓRIA DO ALAMBIQUE: A Cachaça Santuário de Minas é produzida em Papagaios, Minas Gerais.', 'É elaborada a partir dos mais altos padrões de qualidade, com colheita seleta da cana-de-açúcar, moagem e filtragem do caldo.', 'A fermentação é natural, em fubá de milho, com os mais rígidos cuidados, atingindo a concentração ideal de açúcares.', 'A destilação é feita em alambique de cobre, fazendo a separação das frações e padronização do produto.']",,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1518,NOME DA CACHAÇA: Cachaça Serra Da Boa Esperança Ouro 700ml,"PREÇO: R$ 77,75",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 42%,RECIPIENTE DE ARMAZENAMENTO: Carvalho e Jequitiba,,,LOCAL DE PRODUÇÃO: Boa Esperança - MG,TEMPO DE ARMAZENAMENTO: nan,,['HISTÓRIA DO ALAMBIQUE: nan'],,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1519,NOME DA CACHAÇA: Cachaça Salinas Cristalina Prata 600ml,"PREÇO: R$ 39,90",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 600ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Inox,,,LOCAL DE PRODUÇÃO: Salinas - MG,TEMPO DE ARMAZENAMENTO: 1 ano,,['HISTÓRIA DO ALAMBIQUE: nan'],,,PREMIOS: nan,"['ANÁLISE DO CACHACIER: Transparente, possui aroma leve e macio.', 'No paladar, traz o gosto marcante com notas florais.']",,,,,,,
1520,NOME DA CACHAÇA: Cachaça Salinas Carvalho 700ml,"PREÇO: R$ 89,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Salinas Carvalho 700ml é armazenada por três anos em barris de carvalho europeu, madeira que é referência em qualidade entre destilados.', 'Leve, possui graduação alcoólica de 40%.', 'Com notas amadeiradas, de baunilha e caramelo, tem sabor aveludado e aroma marcante.', 'Harmoniza bem com pratos suculentos e condimentados.']",VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Carvalho,,,LOCAL DE PRODUÇÃO: Salinas - MG,TEMPO DE ARMAZENAMENTO: 3 anos,,"['HISTÓRIA DO ALAMBIQUE: Há três gerações, a família Medrado prepara, com todo cuidado, uma cachaça de alambique diferenciada, que encanta os brasileiros e o mundo.', 'Em Salinas, no norte de Minas, os familiares se reuniam para fazer uma bebida deliciosa, cuja fama trazia admiradores de toda a região em busca de uma dose.', 'Essa tradição atravessou o tempo e, em 1986, ganhou o nome de Cachaça Salinas.', 'Heleno Medrado transformou o passatempo predileto da família em uma empresa que, já em seus primeiros anos, conquistou mais uma legião de apreciadores por todo país.', 'O segredo para esse reconhecimento nunca foi mistério: do preparo da terra à colocação dos rótulos, cada garrafa recebe a mesma atenção, com carinho daquilo que é feito em família, para ser degustado entre amigos, em harmonia.', 'A cidade de Salinas é conhecida como a Capital Mundial da Cachaça, pois detém a maior produção artesanal do destilado no Brasil e no mundo.', 'A excelente localização geográfica proporciona solo e clima propícios para o cultivo da cana-de-açúcar e produção de Cachaça Artesanal.', 'Desde 2012, a região possui o Selo de Indicação Geográfica dado pelo Instituto Nacional da Propriedade Industrial (INPI).']",,,"PREMIOS: 2014 - 17ª Colocada no I Ranking da Cúpula da Cachaça
","['ANÁLISE DO CACHACIER: De cor amarelo-palha para dourada, possui uma mescla de aromas adocicados e amadeirados.', 'No paladar, traz um gosto doce.', 'Além disso, causa uma sensação aveludada e levemente picante na boca.', 'Retrogosto agradável e forte.']",,,,,,,
1521,NOME DA CACHAÇA: Cachaça Santa Rosa Edição de Colecionador Amburana 700ml,"PREÇO: R$ 99,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Santa Rosa Edição de Colecionador Amburana 700ml é uma bebida única.', 'Envelhecida por cinco anos em barris de amburana, madeira tipicamente brasileira, possui graduação alcoólica de 40%.', 'Produto destinado principalmente aos fãs incondicionais de Cachaças Artesanais.']",VOLUME: 700ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Amburana,,,LOCAL DE PRODUÇÃO: Valença - RJ,TEMPO DE ARMAZENAMENTO: 5 anos,,"['HISTÓRIA DO ALAMBIQUE: A história da Cachaça Santa Rosa começou a ser escrita pelas mãos do italiano Vito Pentagna, em 1871.', 'Sua visão, talento e coração encontraram água pura e abundante em um vale de rara beleza.', 'Com trabalho e carinho, abraçou a terra e recebeu os frutos em fartura como gratidão.', ""Arrojado, Vito trouxe moendas, roda d 'água e um alambique de cobre da Inglaterra e França."", 'Também da Europa, vieram barris de carvalho, que se uniram a exemplares de madeiras nobres americanas e brasileiras.', 'Mais que uma bebida, produzia-se uma revolução da cachaça no Brasil.', 'Até hoje o processo de produção é artesanal, em alambique de cobre sem nenhum resíduo de metal.']",,,PREMIOS: nan,"['ANÁLISE DO CACHACIER: De cor amarelo-clara, possui uma mescla de aromas adocicados, amadeirados e de baunilha.', 'No paladar, traz um gosto doce.', 'Além disso, causa uma sensação aveludada e licorosa na boca.', 'Retrogosto agradável e moderado.']",,,,,,,
1522,NOME DA CACHAÇA: Cachaça Salinas Amburana 1000ml,"PREÇO: R$ 55,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Salinas Amburana 1000ml é armazenada por dois anos em barris de amburana.', 'Leve, possui graduação alcoólica de 40%.', 'Com notas adocicadas, de canela e baunilha, harmoniza bem com sobremesas, salada de frutas e sorvetes, especialmente com o tradicional bolo de rolo.']",VOLUME: 1000ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Amburana,,,LOCAL DE PRODUÇÃO: Salinas - MG,TEMPO DE ARMAZENAMENTO: 2 anos,,"['HISTÓRIA DO ALAMBIQUE: Há três gerações, a família Medrado prepara, com todo cuidado, uma cachaça de alambique diferenciada, que encanta os brasileiros e o mundo.', 'Em Salinas, no norte de Minas, os familiares se reuniam para fazer uma bebida deliciosa, cuja fama trazia admiradores de toda a região em busca de uma dose.', 'Essa tradição atravessou o tempo e, em 1986, ganhou o nome de Cachaça Salinas.', 'Heleno Medrado transformou o passatempo predileto da família em uma empresa que, já em seus primeiros anos, conquistou mais uma legião de apreciadores por todo país.', 'O segredo para esse reconhecimento nunca foi mistério: do preparo da terra à colocação dos rótulos, cada garrafa recebe a mesma atenção, com carinho daquilo que é feito em família, para ser degustado entre amigos, em harmonia.', 'A cidade de Salinas é conhecida como a Capital Mundial da Cachaça, pois detém a maior produção artesanal do destilado no Brasil e no mundo.', 'A excelente localização geográfica proporciona solo e clima propícios para o cultivo da cana-de-açúcar e produção de Cachaça Artesanal.', 'Desde 2012, a região possui o Selo de Indicação Geográfica dado pelo Instituto Nacional da Propriedade Industrial (INPI).']",,,PREMIOS: nan,"['ANÁLISE DO CACHACIER: De cor amarelo-clara, possui uma mescla de aromas adocicados e de baunilha.', 'No paladar, traz um gosto doce.', 'Além disso, causa uma sensação aveludada e licorosa na boca.', 'Retrogosto agradável e moderado.']",,,,,,,
1523,NOME DA CACHAÇA: Cachaça Salinas Tradicional Louça 670ml,"PREÇO: R$ 115,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Salinas Tradicional Louça 670ml é armazenada por três anos em barris de bálsamo.', 'Robusta, possui graduação alcoólica de 42%.', 'De sabor e aroma consistentes de madeira, é uma bebida moderadamente encorpada.', 'Harmoniza bem com petiscos, caldos e pratos à base de frutos do mar.']",VOLUME: 670ml,GRADUAÇÃO ALCOÓLICA: 42%,RECIPIENTE DE ARMAZENAMENTO: Bálsamo,,,LOCAL DE PRODUÇÃO: Salinas - MG,TEMPO DE ARMAZENAMENTO: 3 anos,,"['HISTÓRIA DO ALAMBIQUE: Há três gerações, a família Medrado prepara, com todo cuidado, uma cachaça de alambique diferenciada, que encanta os brasileiros e o mundo.', 'Em Salinas, no norte de Minas, os familiares se reuniam para fazer uma bebida deliciosa, cuja fama trazia admiradores de toda a região em busca de uma dose.', 'Essa tradição atravessou o tempo e, em 1986, ganhou o nome de Cachaça Salinas.', 'Heleno Medrado transformou o passatempo predileto da família em uma empresa que, já em seus primeiros anos, conquistou mais uma legião de apreciadores por todo país.', 'O segredo para esse reconhecimento nunca foi mistério: do preparo da terra à colocação dos rótulos, cada garrafa recebe a mesma atenção, com carinho daquilo que é feito em família, para ser degustado entre amigos, em harmonia.', 'A cidade de Salinas é conhecida como a Capital Mundial da Cachaça, pois detém a maior produção artesanal do destilado no Brasil e no mundo.', 'A excelente localização geográfica proporciona solo e clima propícios para o cultivo da cana-de-açúcar e produção de Cachaça Artesanal.', 'Desde 2012, a região possui o Selo de Indicação Geográfica dado pelo Instituto Nacional da Propriedade Industrial (INPI).']",,,PREMIOS: nan,"['ANÁLISE DO CACHACIER: De cor amarelada, possui uma mescla de aromas frutados e amadeirados.', 'No paladar, traz acidez equilibrada.', 'Retrogosto agradável.']",,,,,,,
1524,NOME DA CACHAÇA: Cachaça Salicana Ouro 600ml,"PREÇO: R$ 38,15",['DESCRIÇÃO DA CACHAÇA: nan'],VOLUME: 600ml,GRADUAÇÃO ALCOÓLICA: 42%,RECIPIENTE DE ARMAZENAMENTO: Balsamo,,,LOCAL DE PRODUÇÃO: Salinas - MG,TEMPO DE ARMAZENAMENTO: nan,,['HISTÓRIA DO ALAMBIQUE: nan'],,,PREMIOS: nan,['ANÁLISE DO CACHACIER: nan'],,,,,,,
1525,NOME DA CACHAÇA: Cachaça Salinas Tradicional Bálsamo 1000ml,"PREÇO: R$ 59,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Salinas Tradicional Bálsamo 1000ml é armazenada por dois anos em barris de bálsamo.', 'Leve, possui graduação alcoólica de 40%.', 'De sabor e aroma consistentes de madeira, é uma bebida moderadamente encorpada.', 'Harmoniza bem com petiscos, caldos e pratos à base de frutos do mar.']",VOLUME: 1000ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Bálsamo,,,LOCAL DE PRODUÇÃO: Salinas - MG,TEMPO DE ARMAZENAMENTO: 2 anos,,"['HISTÓRIA DO ALAMBIQUE: Há três gerações, a família Medrado prepara, com todo cuidado, uma cachaça de alambique diferenciada, que encanta os brasileiros e o mundo.', 'Em Salinas, no norte de Minas, os familiares se reuniam para fazer uma bebida deliciosa, cuja fama trazia admiradores de toda a região em busca de uma dose.', 'Essa tradição atravessou o tempo e, em 1986, ganhou o nome de Cachaça Salinas.', 'Heleno Medrado transformou o passatempo predileto da família em uma empresa que, já em seus primeiros anos, conquistou mais uma legião de apreciadores por todo país.', 'O segredo para esse reconhecimento nunca foi mistério: do preparo da terra à colocação dos rótulos, cada garrafa recebe a mesma atenção, com carinho daquilo que é feito em família, para ser degustado entre amigos, em harmonia.', 'A cidade de Salinas é conhecida como a Capital Mundial da Cachaça, pois detém a maior produção artesanal do destilado no Brasil e no mundo.', 'A excelente localização geográfica proporciona solo e clima propícios para o cultivo da cana-de-açúcar e produção de Cachaça Artesanal.', 'Desde 2012, a região possui o Selo de Indicação Geográfica dado pelo Instituto Nacional da Propriedade Industrial (INPI).']",,,PREMIOS: nan,"['ANÁLISE DO CACHACIER: De cor amarelada, possui uma mescla de aromas frutados e amadeirados.', 'No paladar, traz acidez equilibrada.', 'Retrogosto agradável.']",,,,,,,
1526,NOME DA CACHAÇA: Cachaça Salinas Cristalina Prata 1000ml,"PREÇO: R$ 55,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Salinas Cristalina Prata 1000ml é armazenada por um ano em tonéis de inox, não envelhecendo em barris de madeira.', 'Leve, possui graduação alcoólica de 40%.', 'Tem sabor e aroma característicos da cana-de-açúcar.', 'Harmoniza bem com aperitivos, ostras, saladas, canapés e frutos do mar.']",VOLUME: 1000ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Inox,,,LOCAL DE PRODUÇÃO: Salinas - MG,TEMPO DE ARMAZENAMENTO: 1 ano,,"['HISTÓRIA DO ALAMBIQUE: Há três gerações, a família Medrado prepara, com todo cuidado, uma cachaça de alambique diferenciada, que encanta os brasileiros e o mundo.', 'Em Salinas, no norte de Minas, os familiares se reuniam para fazer uma bebida deliciosa, cuja fama trazia admiradores de toda a região em busca de uma dose.', 'Essa tradição atravessou o tempo e, em 1986, ganhou o nome de Cachaça Salinas.', 'Heleno Medrado transformou o passatempo predileto da família em uma empresa que, já em seus primeiros anos, conquistou mais uma legião de apreciadores por todo país.', 'O segredo para esse reconhecimento nunca foi mistério: do preparo da terra à colocação dos rótulos, cada garrafa recebe a mesma atenção, com carinho daquilo que é feito em família, para ser degustado entre amigos, em harmonia.', 'A cidade de Salinas é conhecida como a Capital Mundial da Cachaça, pois detém a maior produção artesanal do destilado no Brasil e no mundo.', 'A excelente localização geográfica proporciona solo e clima propícios para o cultivo da cana-de-açúcar e produção de Cachaça Artesanal.', 'Desde 2012, a região possui o Selo de Indicação Geográfica dado pelo Instituto Nacional da Propriedade Industrial (INPI).']",,,PREMIOS: nan,"['ANÁLISE DO CACHACIER: Transparente, possui aroma leve e macio.', 'No paladar, traz o gosto marcante com notas florais.']",,,,,,,
1527,NOME DA CACHAÇA: Cachaça Salinas Amburana 600ml,"PREÇO: R$ 45,00","['DESCRIÇÃO DA CACHAÇA: A Cachaça Salinas Amburana 600ml é armazenada por dois anos em barris de amburana.', 'Leve, possui graduação alcoólica de 40%.', 'Com notas adocicadas, de canela e baunilha, harmoniza bem com sobremesas, salada de frutas e sorvetes, especialmente com o tradicional bolo de rolo.', 'É envasada nas tradicionais garrafas de cerveja.']",VOLUME: 600ml,GRADUAÇÃO ALCOÓLICA: 40%,RECIPIENTE DE ARMAZENAMENTO: Amburana,,,LOCAL DE PRODUÇÃO: Salinas - MG,TEMPO DE ARMAZENAMENTO: 2 anos,,"['HISTÓRIA DO ALAMBIQUE: Há três gerações, a família Medrado prepara, com todo cuidado, uma cachaça de alambique diferenciada, que encanta os brasileiros e o mundo.', 'Em Salinas, no norte de Minas, os familiares se reuniam para fazer uma bebida deliciosa, cuja fama trazia admiradores de toda a região em busca de uma dose.', 'Essa tradição atravessou o tempo e, em 1986, ganhou o nome de Cachaça Salinas.', 'Heleno Medrado transformou o passatempo predileto da família em uma empresa que, já em seus primeiros anos, conquistou mais uma legião de apreciadores por todo país.', 'O segredo para esse reconhecimento nunca foi mistério: do preparo da terra à colocação dos rótulos, cada garrafa recebe a mesma atenção, com carinho daquilo que é feito em família, para ser degustado entre amigos, em harmonia.', 'A cidade de Salinas é conhecida como a Capital Mundial da Cachaça, pois detém a maior produção artesanal do destilado no Brasil e no mundo.', 'A excelente localização geográfica proporciona solo e clima propícios para o cultivo da cana-de-açúcar e produção de Cachaça Artesanal.', 'Desde 2012, a região possui o Selo de Indicação Geográfica dado pelo Instituto Nacional da Propriedade Industrial (INPI).']",,,PREMIOS: nan,"['ANÁLISE DO CACHACIER: De cor amarelo-clara, possui uma mescla de aromas adocicados e de baunilha.', 'No paladar, traz um gosto doce.', 'Além disso, causa uma sensação aveludada e licorosa na boca.', 'Retrogosto agradável e moderado.']",,,,,,,
