,palavras,Arthur,Thiago,Priscilla
16556,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
16557,670ml,VOLUME,VOLUME,VOLUME
16558,tonéis,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16559,de,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16560,inox,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16561,alambique,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
16562,de,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
16563,cobre,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
16564,adocicados,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,o
16565,da,o,CARACTERISTICA_SENSORIAL_SABOR,o
16566,cana,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
16567,-,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
16568,de,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
16569,-,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
16570,açúcar,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
16571,agradável,o,CARACTERISTICA_SENSORIAL_SABOR,o
16572,picância,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_AROMA
16573,Robusta,o,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,o
16574,42%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
16575,Tiê,NOME_BEBIDA,o,NOME_BEBIDA
16576,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16577,Aiuruoca,NOME_LOCAL,TIPO_MADEIRA,NOME_LOCAL
16578,Sul,o,NOME_LOCAL,NOME_LOCAL
16579,de,o,NOME_LOCAL,NOME_LOCAL
16580,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16581,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16582,limite,o,NOME_LOCAL,o
16583,do,o,NOME_LOCAL,o
16584,Circuito,o,NOME_LOCAL,NOME_LOCAL
16585,das,o,NOME_LOCAL,NOME_LOCAL
16586,Águas,o,NOME_LOCAL,NOME_LOCAL
16587,Circuito,o,NOME_LOCAL,o
16588,Terras,o,NOME_LOCAL,o
16589,Altas,o,NOME_LOCAL,o
16590,da,o,NOME_LOCAL,o
16591,Mantiqueira,o,NOME_LOCAL,NOME_LOCAL
16592,Parque,o,NOME_LOCAL,NOME_LOCAL
16593,Estadual,o,NOME_LOCAL,NOME_LOCAL
16594,da,o,NOME_LOCAL,NOME_LOCAL
16595,Serra,o,NOME_LOCAL,NOME_LOCAL
16596,do,o,NOME_LOCAL,NOME_LOCAL
16597,Papagaio,o,NOME_LOCAL,NOME_LOCAL
16598,Serra,o,NOME_LOCAL,NOME_LOCAL
16599,da,o,NOME_LOCAL,NOME_LOCAL
16600,Mantiqueira,o,NOME_LOCAL,NOME_LOCAL
16601,levemente,o,CARACTERISTICA_SENSORIAL_AROMA,o
16602,perfumados,o,CARACTERISTICA_SENSORIAL_AROMA,o
16603,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16604,dornas,RECIPIENTE_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16605,de,RECIPIENTE_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16606,inox,RECIPIENTE_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16607,alambique,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
16608,de,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
16609,cobre,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
16610,tonéis,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16611,de,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16612,aço,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16613,inox,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16614,carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16615,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16616,Ouro,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
16617,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16618,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
16619,Aiuruoca,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16620,MG,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16621,Inox,o,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16622,42%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
16623,2018,TEMPO,TEMPO,TEMPO
16624,Cúpula,NOME_ORGANIZACAO,o,NOME_ORGANIZACAO
16625,da,NOME_ORGANIZACAO,o,NOME_ORGANIZACAO
16626,Cachaça,NOME_ORGANIZACAO,o,NOME_ORGANIZACAO
16627,2017,TEMPO,TEMPO,TEMPO
16628,San,NOME_LOCAL,o,NOME_LOCAL
16629,Francisco,NOME_LOCAL,o,NOME_LOCAL
16630,2017,TEMPO,TEMPO,TEMPO
16631,Berlin,NOME_LOCAL,o,NOME_LOCAL
16632,2017,TEMPO,TEMPO,TEMPO
16633,New,NOME_LOCAL,o,NOME_LOCAL
16634,York,NOME_LOCAL,o,NOME_LOCAL
16635,2017,TEMPO,TEMPO,TEMPO
16636,2016,TEMPO,TEMPO,TEMPO
16637,UNESP,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16638,Germana,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16639,Palha,o,NOME_BEBIDA,NOME_BEBIDA
16640,1000ml,VOLUME,VOLUME,VOLUME
16641,R$,PRECO,PRECO,PRECO
16642,97,PRECO,PRECO,PRECO
16643,",",PRECO,PRECO,PRECO
16644,00,PRECO,PRECO,PRECO
16645,1000ml,VOLUME,VOLUME,VOLUME
16646,amarelo,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16647,-,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16648,palha,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16649,adocicados,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16650,herbáceos,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16651,amadeirados,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16652,doce,CARACTERISTICA_SENSORIAL_SABOR,o,CARACTERISTICA_SENSORIAL_SABOR
16653,chocolate,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
16654,aveludada,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
16655,licorosa,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
16656,levemente,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
16657,picante,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
16658,forte,o,CARACTERISTICA_SENSORIAL_SABOR,o
16659,Germana,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16660,Palha,o,NOME_BEBIDA,NOME_BEBIDA
16661,1000ml,VOLUME,VOLUME,VOLUME
16662,dois,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16663,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16664,um,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16665,ano,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16666,barris,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16667,carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16668,francês,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16669,um,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16670,ano,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16671,dornas,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16672,bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16673,40%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
16674,1912,TEMPO,TEMPO,TEMPO
16675,José,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16676,de,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16677,Melo,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16678,Nova,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16679,União,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16680,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16681,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16682,Sérgio,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
16683,Caetano,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
16684,alambique,EQUIPAMENTO_DESTILACAO,o,o
16685,Germana,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16686,Santuário,o,NOME_LOCAL,o
16687,da,o,NOME_LOCAL,o
16688,Serra,o,NOME_LOCAL,o
16689,da,o,NOME_LOCAL,o
16690,Piedade,o,NOME_LOCAL,o
16691,Caeté,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16692,começo,o,TEMPO,o
16693,do,o,TEMPO,o
16694,século,TEMPO,TEMPO,TEMPO
16695,XIX,TEMPO,TEMPO,TEMPO
16696,1988,TEMPO,TEMPO,TEMPO
16697,Caetano,o,NOME_PESSOA,NOME_PESSOA
16698,Grupo,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16699,Germana,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16700,Associação,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16701,Mineira,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16702,dos,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16703,Produtores,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16704,de,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16705,Cachaça,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16706,de,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16707,Qualidade,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16708,AMPAQ,NOME_LOCAL,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16709,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16710,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16711,Caetano,o,NOME_PESSOA,NOME_PESSOA
16712,1989,TEMPO,TEMPO,TEMPO
16713,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16714,Belo,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16715,Horizonte,NOME_LOCAL,NOME_LOCAL,o
16716,Alambique,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16717,Cachaçaria,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16718,e,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16719,Armazém,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16720,25,o,TEMPO,TEMPO
16721,anos,o,TEMPO,TEMPO
16722,2014,TEMPO,TEMPO,TEMPO
16723,Grupo,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16724,Germana,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16725,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16726,alambiques,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
16727,de,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
16728,cobre,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
16729,Germana,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16730,Nova,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16731,União,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16732,MG,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16733,Carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16734,Francês,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16735,Bálsamo,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16736,2,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16737,anos,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16738,40%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
16739,2018,TEMPO,TEMPO,TEMPO
16740,Bruxelas,NOME_LOCAL,o,NOME_LOCAL
16741,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16742,Famosinha,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16743,de,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16744,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16745,700ml,VOLUME,VOLUME,VOLUME
16746,R$,PRECO,TEMPO,PRECO
16747,39,PRECO,TEMPO,PRECO
16748,",",PRECO,TEMPO,PRECO
16749,00,PRECO,TEMPO,PRECO
16750,700ml,VOLUME,VOLUME,VOLUME
16751,amarelo,NOME_BEBIDA,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16752,-,NOME_BEBIDA,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16753,palha,NOME_BEBIDA,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16754,frutado,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16755,cana,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16756,-,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16757,de,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16758,-,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16759,açúcar,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16760,notas,CARACTERISTICA_SENSORIAL_AROMA,o,CARACTERISTICA_SENSORIAL_AROMA
16761,de,CARACTERISTICA_SENSORIAL_AROMA,o,CARACTERISTICA_SENSORIAL_AROMA
16762,amêndoas,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16763,predominantemente,o,CARACTERISTICA_SENSORIAL_SABOR,o
16764,doce,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
16765,aveludada,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
16766,leve,o,CARACTERISTICA_SENSORIAL_SABOR,o
16767,Famosinha,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16768,De,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16769,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16770,700ml,VOLUME,VOLUME,VOLUME
16771,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16772,um,o,o,TEMPO_ARMAZENAMENTO
16773,ano,o,o,TEMPO_ARMAZENAMENTO
16774,barris,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16775,amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16776,42%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
16777,Engenho,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16778,Buriti,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16779,20,TEMPO,TEMPO,TEMPO
16780,anos,TEMPO,TEMPO,TEMPO
16781,Thales,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
16782,Paiva,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
16783,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16784,Famosinha,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16785,Famosinha,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16786,de,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16787,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16788,700ml,VOLUME,VOLUME,VOLUME
16789,Engenho,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16790,Buriti,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16791,Papagaios,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16792,Centro,o,NOME_LOCAL,NOME_LOCAL
16793,-,o,NOME_LOCAL,NOME_LOCAL
16794,Oeste,o,NOME_LOCAL,NOME_LOCAL
16795,de,o,NOME_LOCAL,NOME_LOCAL
16796,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16797,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16798,Sr,o,NOME_PESSOA,o
16799,.,o,NOME_PESSOA,o
16800,Eros,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
16801,Vieira,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
16802,Papagaios,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16803,MG,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16804,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16805,1,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16806,ano,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16807,42%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
16808,2016,TEMPO,TEMPO,TEMPO
16809,Bruxelas,NOME_LOCAL,o,NOME_LOCAL
16810,2015,TEMPO,TEMPO,TEMPO
16811,Bruxelas,NOME_LOCAL,o,NOME_LOCAL
16812,2014,TEMPO,TEMPO,TEMPO
16813,Bruxelas,NOME_LOCAL,o,NOME_LOCAL
16814,2014,TEMPO,TEMPO,TEMPO
16815,2013,TEMPO,TEMPO,TEMPO
16816,Bruxelas,NOME_LOCAL,o,NOME_LOCAL
16817,2013,TEMPO,TEMPO,TEMPO
16818,2013,TEMPO,TEMPO,TEMPO
16819,Legítima,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16820,de,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16821,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16822,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16823,700ml,VOLUME,VOLUME,VOLUME
16824,R$,PRECO,PRECO,PRECO
16825,49,PRECO,PRECO,PRECO
16826,",",PRECO,PRECO,PRECO
16827,95,PRECO,PRECO,PRECO
16828,700ml,VOLUME,VOLUME,VOLUME
16829,amarelo,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16830,-,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16831,palha,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16832,mel,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16833,baunilha,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16834,coco,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
16835,doce,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
16836,aveludada,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
16837,forte,o,CARACTERISTICA_SENSORIAL_SABOR,o
16838,Legítima,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16839,de,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16840,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16841,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16842,700ml,VOLUME,VOLUME,VOLUME
16843,dois,o,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16844,anos,o,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
16845,barris,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
16846,amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
16847,40%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
16848,amarelo,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16849,-,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16850,palha,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16851,ótimo,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
16852,corpo,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
16853,muito,o,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16854,brilhante,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
16855,Itaverava,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16856,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16857,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16858,Alambique,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16859,Taverna,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16860,de,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16861,Minas,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
16862,Legítima,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16863,de,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16864,Minas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
16865,Estrada,o,NOME_LOCAL,o
16866,Real,o,NOME_LOCAL,o
16867,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16868,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16869,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16870,século,TEMPO,TEMPO,TEMPO
16871,XIV,TEMPO,TEMPO,TEMPO
16872,Itaverava,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16873,MG,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
16874,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
