,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao,Identificacao_Treino_Teste
27735,DE,O,8078,39,41,627,9,teste
27736,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8078,42,51,627,9,teste
27737,LOCAL,O,8079,0,5,627,9,teste
27738,DE,O,8079,6,8,627,9,teste
27739,PRODUÇÃO,O,8079,9,17,627,9,teste
27740,:,O,8079,17,18,627,9,teste
27741,PASSA,B-NOME_LOCAL,8079,19,24,627,9,teste
27742,QUATRO,I-NOME_LOCAL,8079,25,31,627,9,teste
27743,-,O,8079,31,32,627,9,teste
27744,MG,B-NOME_LOCAL,8079,32,34,627,9,teste
27745,Barril,O,8080,0,6,627,9,teste
27746,:,O,8080,6,7,627,9,teste
27747,CASTANHEIRA,B-TIPO_MADEIRA,8080,8,19,627,9,teste
27748,Volume,O,8081,0,6,627,9,teste
27749,:,O,8081,6,7,627,9,teste
27750,700ML,B-VOLUME,8081,8,13,627,9,teste
27751,Graduação,O,8082,0,9,627,9,teste
27752,Alcóolica,O,8082,10,19,627,9,teste
27753,:,O,8082,19,20,627,9,teste
27754,42%VOL,O,8082,21,27,627,9,teste
27755,NOME,O,8270,0,4,642,9,teste
27756,DA,O,8270,5,7,642,9,teste
27757,CACHAÇA,O,8270,8,15,642,9,teste
27758,:,O,8270,15,16,642,9,teste
27759,Cachaça,O,8270,17,24,642,9,teste
27760,Mandaguahy,B-NOME_BEBIDA,8270,25,35,642,9,teste
27761,Ouro,B-CLASSIFICACAO_BEBIDA,8270,36,40,642,9,teste
27762,-,O,8270,41,42,642,9,teste
27763,Jatobá,B-TIPO_MADEIRA,8270,43,49,642,9,teste
27764,-,O,8270,50,51,642,9,teste
27765,700,B-VOLUME,8270,52,55,642,9,teste
27766,ml,I-VOLUME,8270,56,58,642,9,teste
27767,PREÇO,O,8271,0,5,642,9,teste
27768,:,O,8271,5,6,642,9,teste
27769,R$,B-PRECO,8271,7,9,642,9,teste
27770,92,I-PRECO,8271,10,12,642,9,teste
27771,",",I-PRECO,8271,12,13,642,9,teste
27772,50,I-PRECO,8271,13,15,642,9,teste
27773,DESCRIÇÃO,O,8272,0,9,642,9,teste
27774,DA,O,8272,10,12,642,9,teste
27775,CACHAÇA,O,8272,13,20,642,9,teste
27776,:,O,8272,20,21,642,9,teste
27777,Cachaça,O,8272,22,29,642,9,teste
27778,Mandaguahy,B-NOME_BEBIDA,8272,30,40,642,9,teste
27779,Ouro,B-CLASSIFICACAO_BEBIDA,8272,41,45,642,9,teste
27780,700,B-VOLUME,8272,46,49,642,9,teste
27781,ml,I-VOLUME,8272,50,52,642,9,teste
27782,",",O,8272,52,53,642,9,teste
27783,12,B-TEMPO_ARMAZENAMENTO,8272,54,56,642,9,teste
27784,meses,I-TEMPO_ARMAZENAMENTO,8272,57,62,642,9,teste
27785,em,O,8272,63,65,642,9,teste
27786,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8272,66,72,642,9,teste
27787,de,O,8272,73,75,642,9,teste
27788,Jatobá,B-TIPO_MADEIRA,8272,76,82,642,9,teste
27789,.,O,8272,82,83,642,9,teste
27790,Cachaça,O,8273,0,7,642,9,teste
27791,produzida,O,8273,8,17,642,9,teste
27792,em,O,8273,18,20,642,9,teste
27793,Jaú,B-NOME_LOCAL,8273,21,24,642,9,teste
27794,/,O,8273,24,25,642,9,teste
27795,São,B-NOME_LOCAL,8273,25,28,642,9,teste
27796,Paulo,I-NOME_LOCAL,8273,29,34,642,9,teste
27797,Em,O,8273,35,37,642,9,teste
27798,2018,B-TEMPO,8273,38,42,642,9,teste
27799,",",O,8273,42,43,642,9,teste
27800,no,O,8273,44,46,642,9,teste
27801,concurso,O,8273,47,55,642,9,teste
27802,Cachaça,O,8273,56,63,642,9,teste
27803,com,O,8273,64,67,642,9,teste
27804,Ciência,O,8273,68,75,642,9,teste
27805,",",O,8273,75,76,642,9,teste
27806,promovido,O,8273,77,86,642,9,teste
27807,pela,O,8273,87,91,642,9,teste
27808,APTA,B-NOME_ORGANIZACAO,8273,92,96,642,9,teste
27809,-,I-NOME_ORGANIZACAO,8273,96,97,642,9,teste
27810,IAC,I-NOME_ORGANIZACAO,8273,97,100,642,9,teste
27811,(,O,8273,101,102,642,9,teste
27812,Instituto,B-NOME_ORGANIZACAO,8273,102,111,642,9,teste
27813,Agronômico,I-NOME_ORGANIZACAO,8273,112,122,642,9,teste
27814,de,I-NOME_ORGANIZACAO,8273,123,125,642,9,teste
27815,Campinas,I-NOME_ORGANIZACAO,8273,126,134,642,9,teste
27816,),O,8273,134,135,642,9,teste
27817,",",O,8273,135,136,642,9,teste
27818,conquistou,O,8273,137,147,642,9,teste
27819,medalha,O,8273,148,155,642,9,teste
27820,de,O,8273,156,158,642,9,teste
27821,Prata,O,8273,159,164,642,9,teste
27822,na,O,8273,165,167,642,9,teste
27823,Categoria,O,8273,168,177,642,9,teste
27824,Cachaça,O,8273,178,185,642,9,teste
27825,Branca,B-CLASSIFICACAO_BEBIDA,8273,186,192,642,9,teste
27826,com,O,8273,193,196,642,9,teste
27827,a,O,8273,197,198,642,9,teste
27828,Mandaguahy,B-NOME_BEBIDA,8273,199,209,642,9,teste
27829,original,O,8273,210,218,642,9,teste
27830,e,O,8273,219,220,642,9,teste
27831,também,O,8273,221,227,642,9,teste
27832,medalha,O,8273,228,235,642,9,teste
27833,de,O,8273,236,238,642,9,teste
27834,Prata,O,8273,239,244,642,9,teste
27835,na,O,8273,245,247,642,9,teste
27836,categoria,O,8273,248,257,642,9,teste
27837,Cachaça,O,8273,258,265,642,9,teste
27838,Premium,B-CLASSIFICACAO_BEBIDA,8273,266,273,642,9,teste
27839,Envelhecida,O,8273,274,285,642,9,teste
27840,de,O,8273,286,288,642,9,teste
27841,1,B-TEMPO_ARMAZENAMENTO,8273,289,291,642,9,teste
27842,a,I-TEMPO_ARMAZENAMENTO,8273,292,293,642,9,teste
27843,3,I-TEMPO_ARMAZENAMENTO,8273,294,296,642,9,teste
27844,anos,I-TEMPO_ARMAZENAMENTO,8273,297,301,642,9,teste
27845,",",O,8273,301,302,642,9,teste
27846,com,O,8273,303,306,642,9,teste
27847,a,O,8273,307,308,642,9,teste
27848,Mandaguahy,B-NOME_BEBIDA,8273,309,319,642,9,teste
27849,Castanheira,B-TIPO_MADEIRA,8273,320,331,642,9,teste
27850,24,B-TEMPO_ARMAZENAMENTO,8273,332,334,642,9,teste
27851,meses,I-TEMPO_ARMAZENAMENTO,8273,335,340,642,9,teste
27852,.,O,8273,340,341,642,9,teste
27853,Na,O,8274,0,2,642,9,teste
27854,Expo,O,8274,3,7,642,9,teste
27855,Cachaça,O,8274,8,15,642,9,teste
27856,2019,B-TEMPO,8274,16,20,642,9,teste
27857,também,O,8274,21,27,642,9,teste
27858,foi,O,8274,28,31,642,9,teste
27859,premiada,O,8274,32,40,642,9,teste
27860,com,O,8274,41,44,642,9,teste
27861,segundo,O,8274,45,52,642,9,teste
27862,lugar,O,8274,53,58,642,9,teste
27863,com,O,8274,59,62,642,9,teste
27864,as,O,8274,63,65,642,9,teste
27865,mesmas,O,8274,66,72,642,9,teste
27866,duas,O,8274,73,77,642,9,teste
27867,cachaças,O,8274,78,86,642,9,teste
27868,.,O,8274,86,87,642,9,teste
27869,Saiba,O,8275,0,5,642,9,teste
27870,mais,O,8275,6,10,642,9,teste
27871,sobre,O,8275,11,16,642,9,teste
27872,a,O,8275,17,18,642,9,teste
27873,cachaça,O,8275,19,26,642,9,teste
27874,Mandaguahy,B-NOME_BEBIDA,8275,27,37,642,9,teste
27875,neste,O,8275,38,43,642,9,teste
27876,link,O,8275,44,48,642,9,teste
27877,:,O,8275,48,49,642,9,teste
27878,Site,O,8275,50,54,642,9,teste
27879,Oficial,O,8275,55,62,642,9,teste
27880,Mandaguahy,B-NOME_BEBIDA,8275,63,73,642,9,teste
27881,INFORMAÇÕES,O,8276,0,11,642,9,teste
27882,DO,O,8276,12,14,642,9,teste
27883,PRODUTO,O,8276,15,22,642,9,teste
27884,:,O,8276,22,23,642,9,teste
27885,A,O,8276,24,25,642,9,teste
27886,Qualidade,O,8276,26,35,642,9,teste
27887,e,O,8276,36,37,642,9,teste
27888,tradição,O,8276,38,46,642,9,teste
27889,sempre,O,8276,47,53,642,9,teste
27890,estiveram,O,8276,54,63,642,9,teste
27891,presentes,O,8276,64,73,642,9,teste
27892,na,O,8276,74,76,642,9,teste
27893,tradição,O,8276,77,85,642,9,teste
27894,de,O,8276,86,88,642,9,teste
27895,produção,O,8276,89,97,642,9,teste
27896,da,O,8276,98,100,642,9,teste
27897,centenária,O,8276,101,111,642,9,teste
27898,fazenda,B-NOME_ORGANIZACAO,8276,112,119,642,9,teste
27899,Santana,I-NOME_ORGANIZACAO,8276,120,127,642,9,teste
27900,do,I-NOME_ORGANIZACAO,8276,128,130,642,9,teste
27901,Mandaguahy,I-NOME_ORGANIZACAO,8276,131,141,642,9,teste
27902,em,O,8276,142,144,642,9,teste
27903,Jaú,B-NOME_LOCAL,8276,145,148,642,9,teste
27904,",",O,8276,148,149,642,9,teste
27905,São,B-NOME_LOCAL,8276,150,153,642,9,teste
27906,Paulo,I-NOME_LOCAL,8276,154,159,642,9,teste
27907,.,O,8276,159,160,642,9,teste
27908,Elaborada,O,8277,0,9,642,9,teste
27909,de,O,8277,10,12,642,9,teste
27910,forma,O,8277,13,18,642,9,teste
27911,totalmente,O,8277,19,29,642,9,teste
27912,artesanal,O,8277,30,39,642,9,teste
27913,e,O,8277,40,41,642,9,teste
27914,extremo,O,8277,42,49,642,9,teste
27915,cuidado,O,8277,50,57,642,9,teste
27916,em,O,8277,58,60,642,9,teste
27917,todo,O,8277,61,65,642,9,teste
27918,seu,O,8277,66,69,642,9,teste
27919,processo,O,8277,70,78,642,9,teste
27920,de,O,8277,79,81,642,9,teste
27921,fabricação,O,8277,82,92,642,9,teste
27922,",",O,8277,92,93,642,9,teste
27923,a,O,8277,94,95,642,9,teste
27924,Cachaça,O,8277,96,103,642,9,teste
27925,Mandaguahy,B-NOME_BEBIDA,8277,104,114,642,9,teste
27926,Foi,O,8277,115,118,642,9,teste
27927,concebida,O,8277,119,128,642,9,teste
27928,para,O,8277,129,133,642,9,teste
27929,proporcionar,O,8277,134,146,642,9,teste
27930,prazer,O,8277,147,153,642,9,teste
27931,e,O,8277,154,155,642,9,teste
27932,satisfação,O,8277,156,166,642,9,teste
27933,aos,O,8277,167,170,642,9,teste
27934,seus,O,8277,171,175,642,9,teste
27935,apreciadores,O,8277,176,188,642,9,teste
27936,.,O,8277,188,189,642,9,teste
27937,Modo,O,8278,0,4,642,9,teste
27938,de,O,8278,5,7,642,9,teste
27939,Produção,O,8278,8,16,642,9,teste
27940,:,O,8278,16,17,642,9,teste
27941,CACHAÇA,O,8278,18,25,642,9,teste
27942,ARTESANAL,O,8278,26,35,642,9,teste
27943,OU,O,8278,36,38,642,9,teste
27944,DE,O,8278,39,41,642,9,teste
27945,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8278,42,51,642,9,teste
27946,LOCAL,O,8279,0,5,642,9,teste
27947,DE,O,8279,6,8,642,9,teste
27948,PRODUÇÃO,O,8279,9,17,642,9,teste
27949,:,O,8279,17,18,642,9,teste
27950,JAÚ,B-NOME_LOCAL,8279,19,22,642,9,teste
27951,/,O,8279,22,23,642,9,teste
27952,SP,B-NOME_LOCAL,8279,23,25,642,9,teste
27953,Barril,O,8280,0,6,642,9,teste
27954,:,O,8280,6,7,642,9,teste
27955,JATOBÁ,B-TIPO_MADEIRA,8280,8,14,642,9,teste
27956,Volume,O,8281,0,6,642,9,teste
27957,:,O,8281,6,7,642,9,teste
27958,700,B-VOLUME,8281,8,11,642,9,teste
27959,ML,I-VOLUME,8281,12,14,642,9,teste
27960,Graduação,O,8282,0,9,642,9,teste
27961,Alcóolica,O,8282,10,19,642,9,teste
27962,:,O,8282,19,20,642,9,teste
27963,40%,B-GRADUACAO_ALCOOLICA,8282,21,24,642,9,teste
27964,NOME,O,8361,0,4,649,9,teste
27965,DA,O,8361,5,7,649,9,teste
27966,CACHAÇA,O,8361,8,15,649,9,teste
27967,:,O,8361,15,16,649,9,teste
27968,Cachaça,O,8361,17,24,649,9,teste
27969,Melicana,B-NOME_BEBIDA,8361,25,33,649,9,teste
27970,Três,I-NOME_BEBIDA,8361,34,38,649,9,teste
27971,Madeiras,I-NOME_BEBIDA,8361,39,47,649,9,teste
27972,Pura,I-NOME_BEBIDA,8361,48,52,649,9,teste
27973,Arte,I-NOME_BEBIDA,8361,53,57,649,9,teste
27974,700,B-VOLUME,8361,58,61,649,9,teste
27975,ml,I-VOLUME,8361,62,64,649,9,teste
27976,PREÇO,O,8362,0,5,649,9,teste
27977,:,O,8362,5,6,649,9,teste
27978,R$,B-PRECO,8362,7,9,649,9,teste
27979,125,I-PRECO,8362,10,13,649,9,teste
27980,",",I-PRECO,8362,13,14,649,9,teste
27981,0,I-PRECO,8362,14,16,649,9,teste
27982,DESCRIÇÃO,O,8363,0,9,649,9,teste
27983,DA,O,8363,10,12,649,9,teste
27984,CACHAÇA,O,8363,13,20,649,9,teste
27985,:,O,8363,20,21,649,9,teste
27986,Cachaça,O,8363,22,29,649,9,teste
27987,Melicana,B-NOME_BEBIDA,8363,30,38,649,9,teste
27988,Três,I-NOME_BEBIDA,8363,39,43,649,9,teste
27989,Madeiras,I-NOME_BEBIDA,8363,44,52,649,9,teste
27990,Pura,I-NOME_BEBIDA,8363,53,57,649,9,teste
27991,Arte,I-NOME_BEBIDA,8363,58,62,649,9,teste
27992,produzida,O,8363,63,72,649,9,teste
27993,em,O,8363,73,75,649,9,teste
27994,alambique,O,8363,76,85,649,9,teste
27995,da,O,8363,86,88,649,9,teste
27996,Cachaçaria,B-NOME_ORGANIZACAO,8363,89,99,649,9,teste
27997,Melicana,I-NOME_ORGANIZACAO,8363,100,108,649,9,teste
27998,de,O,8363,109,111,649,9,teste
27999,Bom,B-NOME_LOCAL,8363,112,115,649,9,teste
28000,Despacho,I-NOME_LOCAL,8363,116,124,649,9,teste
28001,/,O,8363,124,125,649,9,teste
28002,MG,B-NOME_LOCAL,8363,125,127,649,9,teste
28003,.,O,8363,127,128,649,9,teste
28004,É,O,8364,0,1,649,9,teste
28005,uma,O,8364,2,5,649,9,teste
28006,bebida,O,8364,6,12,649,9,teste
28007,destilada,O,8364,13,22,649,9,teste
28008,na,O,8364,23,25,649,9,teste
28009,fermentação,O,8364,26,37,649,9,teste
28010,da,O,8364,38,40,649,9,teste
28011,cana,O,8364,41,45,649,9,teste
28012,de,O,8364,46,48,649,9,teste
28013,açúcar,O,8364,49,55,649,9,teste
28014,",",O,8364,55,56,649,9,teste
28015,armazenada,O,8364,57,67,649,9,teste
28016,por,O,8364,68,71,649,9,teste
28017,2,B-TEMPO_ARMAZENAMENTO,8364,72,74,649,9,teste
28018,anos,I-TEMPO_ARMAZENAMENTO,8364,75,79,649,9,teste
28019,",",O,8364,79,80,649,9,teste
28020,em,O,8364,81,83,649,9,teste
28021,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8364,84,90,649,9,teste
28022,de,O,8364,91,93,649,9,teste
28023,Amburana,B-TIPO_MADEIRA,8364,94,102,649,9,teste
28024,",",O,8364,102,103,649,9,teste
28025,bálsamo,B-TIPO_MADEIRA,8364,104,111,649,9,teste
28026,e,O,8364,112,113,649,9,teste
28027,castanheira,B-TIPO_MADEIRA,8364,114,125,649,9,teste
28028,.,O,8364,125,126,649,9,teste
28029,Volume,O,8365,0,6,649,9,teste
28030,:,O,8365,6,7,649,9,teste
28031,700,B-VOLUME,8365,8,11,649,9,teste
28032,ml,I-VOLUME,8365,12,14,649,9,teste
28033,Teor,O,8365,15,19,649,9,teste
28034,Alcoólico,O,8365,20,29,649,9,teste
28035,:,O,8365,29,30,649,9,teste
28036,40%,B-GRADUACAO_ALCOOLICA,8365,31,34,649,9,teste
28037,Vol,O,8365,35,38,649,9,teste
28038,.,O,8365,38,39,649,9,teste
28039,INFORMAÇÕES,O,8366,0,11,649,9,teste
28040,DO,O,8366,12,14,649,9,teste
28041,PRODUTO,O,8366,15,22,649,9,teste
28042,:,O,8366,22,23,649,9,teste
28043,Produzida,O,8366,24,33,649,9,teste
28044,em,O,8366,34,36,649,9,teste
28045,alambique,O,8366,37,46,649,9,teste
28046,da,O,8366,47,49,649,9,teste
28047,Cachaçaria,B-NOME_ORGANIZACAO,8366,50,60,649,9,teste
28048,Melicana,I-NOME_ORGANIZACAO,8366,61,69,649,9,teste
28049,",",O,8366,69,70,649,9,teste
28050,localizada,O,8366,71,81,649,9,teste
28051,na,O,8366,82,84,649,9,teste
28052,cidade,O,8366,85,91,649,9,teste
28053,de,O,8366,92,94,649,9,teste
28054,Bom,B-NOME_LOCAL,8366,95,98,649,9,teste
28055,Despacho,I-NOME_LOCAL,8366,99,107,649,9,teste
28056,",",O,8366,107,108,649,9,teste
28057,Minas,B-NOME_LOCAL,8366,109,114,649,9,teste
28058,Gerais,I-NOME_LOCAL,8366,115,121,649,9,teste
28059,",",O,8366,121,122,649,9,teste
28060,a,O,8366,123,124,649,9,teste
28061,cachaça,O,8366,125,132,649,9,teste
28062,Melicana,B-NOME_BEBIDA,8366,133,141,649,9,teste
28063,Três,O,8366,142,146,649,9,teste
28064,Madeiras,O,8366,147,155,649,9,teste
28065,Pura,O,8366,156,160,649,9,teste
28066,Arte,O,8366,161,165,649,9,teste
28067,é,O,8366,166,167,649,9,teste
28068,uma,O,8366,168,171,649,9,teste
28069,bebida,O,8366,172,178,649,9,teste
28070,alcoólica,O,8366,179,188,649,9,teste
28071,com,O,8366,189,192,649,9,teste
28072,teor,O,8366,193,197,649,9,teste
28073,de,O,8366,198,200,649,9,teste
28074,graduação,O,8366,201,210,649,9,teste
28075,alcóolica,O,8366,211,220,649,9,teste
28076,de,O,8366,221,223,649,9,teste
28077,40%,B-GRADUACAO_ALCOOLICA,8366,224,227,649,9,teste
28078,",",O,8366,227,228,649,9,teste
28079,envelhecida,O,8366,229,240,649,9,teste
28080,em,O,8366,241,243,649,9,teste
28081,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8366,244,250,649,9,teste
28082,de,I-RECIPIENTE_ARMAZENAMENTO,8366,251,253,649,9,teste
28083,madeira,I-RECIPIENTE_ARMAZENAMENTO,8366,254,261,649,9,teste
28084,castanheira,B-TIPO_MADEIRA,8366,262,273,649,9,teste
28085,de,O,8366,274,276,649,9,teste
28086,bálsamo,B-TIPO_MADEIRA,8366,277,284,649,9,teste
28087,e,O,8366,285,286,649,9,teste
28088,Amburana,B-TIPO_MADEIRA,8366,287,295,649,9,teste
28089,pelo,O,8366,296,300,649,9,teste
28090,período,O,8366,301,308,649,9,teste
28091,de,O,8366,309,311,649,9,teste
28092,2,B-TEMPO_ARMAZENAMENTO,8366,312,314,649,9,teste
28093,anos,I-TEMPO_ARMAZENAMENTO,8366,315,319,649,9,teste
28094,.,O,8366,319,320,649,9,teste
28095,Possui,O,8367,0,6,649,9,teste
28096,notas,B-CARACTERISTICA_SENSORIAL_AROMA,8367,7,12,649,9,teste
28097,de,I-CARACTERISTICA_SENSORIAL_AROMA,8367,13,15,649,9,teste
28098,baunilha,I-CARACTERISTICA_SENSORIAL_AROMA,8367,16,24,649,9,teste
28099,e,O,8367,25,26,649,9,teste
28100,coco,B-CARACTERISTICA_SENSORIAL_AROMA,8367,27,31,649,9,teste
28101,",",O,8367,31,32,649,9,teste
28102,ressaltando,O,8367,33,44,649,9,teste
28103,o,O,8367,45,46,649,9,teste
28104,blend,B-CLASSIFICACAO_BEBIDA,8367,47,52,649,9,teste
28105,perfeito,O,8367,53,61,649,9,teste
28106,das,O,8367,62,65,649,9,teste
28107,três,O,8367,66,70,649,9,teste
28108,madeiras,O,8367,71,79,649,9,teste
28109,amburana,B-TIPO_MADEIRA,8367,80,88,649,9,teste
28110,",",O,8367,88,89,649,9,teste
28111,bálsamo,B-TIPO_MADEIRA,8367,90,97,649,9,teste
28112,e,O,8367,98,99,649,9,teste
28113,castanheira,B-TIPO_MADEIRA,8367,100,111,649,9,teste
28114,.,O,8367,111,112,649,9,teste
28115,Modo,O,8368,0,4,649,9,teste
28116,de,O,8368,5,7,649,9,teste
28117,Produção,O,8368,8,16,649,9,teste
28118,:,O,8368,16,17,649,9,teste
28119,CACHAÇA,O,8368,18,25,649,9,teste
28120,ARTESANAL,O,8368,26,35,649,9,teste
28121,OU,O,8368,36,38,649,9,teste
28122,DE,O,8368,39,41,649,9,teste
28123,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8368,42,51,649,9,teste
28124,LOCAL,O,8369,0,5,649,9,teste
28125,DE,O,8369,6,8,649,9,teste
28126,PRODUÇÃO,O,8369,9,17,649,9,teste
28127,:,O,8369,17,18,649,9,teste
28128,BOM,B-NOME_LOCAL,8369,19,22,649,9,teste
28129,DESPACHO,I-NOME_LOCAL,8369,23,31,649,9,teste
28130,/,O,8369,31,32,649,9,teste
28131,MG,B-NOME_LOCAL,8369,32,34,649,9,teste
28132,Barril,O,8370,0,6,649,9,teste
28133,:,O,8370,6,7,649,9,teste
28134,TONÉIS,B-RECIPIENTE_ARMAZENAMENTO,8370,8,14,649,9,teste
28135,DE,O,8370,15,17,649,9,teste
28136,AMBURANA,B-TIPO_MADEIRA,8370,18,26,649,9,teste
28137,",",O,8370,26,27,649,9,teste
28138,BÁLSAMO,B-TIPO_MADEIRA,8370,28,35,649,9,teste
28139,E,O,8370,36,37,649,9,teste
28140,CASTANHEIRA,B-TIPO_MADEIRA,8370,38,49,649,9,teste
28141,Volume,O,8371,0,6,649,9,teste
28142,:,O,8371,6,7,649,9,teste
28143,700,B-VOLUME,8371,8,11,649,9,teste
28144,ML,I-VOLUME,8371,12,14,649,9,teste
28145,Graduação,O,8372,0,9,649,9,teste
28146,Alcóolica,O,8372,10,19,649,9,teste
28147,:,O,8372,19,20,649,9,teste
28148,40%,B-GRADUACAO_ALCOOLICA,8372,21,24,649,9,teste
28149,VOL,O,8372,25,28,649,9,teste
28150,.,O,8372,28,29,649,9,teste
28151,NOME,O,8756,0,4,674,9,teste
28152,DA,O,8756,5,7,674,9,teste
28153,CACHAÇA,O,8756,8,15,674,9,teste
28154,:,O,8756,15,16,674,9,teste
28155,Cachaça,O,8756,17,24,674,9,teste
28156,Companheira,B-NOME_BEBIDA,8756,25,36,674,9,teste
28157,Seleção,I-NOME_BEBIDA,8756,37,44,674,9,teste
28158,de,I-NOME_BEBIDA,8756,45,47,674,9,teste
28159,Barris,I-NOME_BEBIDA,8756,48,54,674,9,teste
28160,12,B-TEMPO_ARMAZENAMENTO,8756,55,57,674,9,teste
28161,Anos,I-TEMPO_ARMAZENAMENTO,8756,58,62,674,9,teste
28162,PREÇO,O,8757,0,5,674,9,teste
28163,:,O,8757,5,6,674,9,teste
28164,R$,B-PRECO,8757,7,9,674,9,teste
28165,1,I-PRECO,8757,10,11,674,9,teste
28166,.,I-PRECO,8757,11,12,674,9,teste
28167,199,I-PRECO,8757,12,15,674,9,teste
28168,",",I-PRECO,8757,15,16,674,9,teste
28169,90,I-PRECO,8757,16,18,674,9,teste
28170,DESCRIÇÃO,O,8758,0,9,674,9,teste
28171,DA,O,8758,10,12,674,9,teste
28172,CACHAÇA,O,8758,13,20,674,9,teste
28173,:,O,8758,20,21,674,9,teste
28174,Cachaça,O,8758,22,29,674,9,teste
28175,Companheira,B-NOME_BEBIDA,8758,30,41,674,9,teste
28176,Seleção,I-NOME_BEBIDA,8758,42,49,674,9,teste
28177,de,I-NOME_BEBIDA,8758,50,52,674,9,teste
28178,Barris,I-NOME_BEBIDA,8758,53,59,674,9,teste
28179,12,B-TEMPO_ARMAZENAMENTO,8758,60,62,674,9,teste
28180,Anos,I-TEMPO_ARMAZENAMENTO,8758,63,67,674,9,teste
28181,700,B-VOLUME,8758,68,71,674,9,teste
28182,ml,I-VOLUME,8758,72,74,674,9,teste
28183,.,O,8758,74,75,674,9,teste
28184,Para,O,8759,0,4,674,9,teste
28185,se,O,8759,5,7,674,9,teste
28186,chegar,O,8759,8,14,674,9,teste
28187,a,O,8759,15,16,674,9,teste
28188,esse,O,8759,17,21,674,9,teste
28189,blend,B-CLASSIFICACAO_BEBIDA,8759,22,27,674,9,teste
28190,de,O,8759,28,30,674,9,teste
28191,tamanha,O,8759,31,38,674,9,teste
28192,perfeição,O,8759,39,48,674,9,teste
28193,",",O,8759,48,49,674,9,teste
28194,quatro,O,8759,50,56,674,9,teste
28195,especialistas,O,8759,57,70,674,9,teste
28196,membros,O,8759,71,78,674,9,teste
28197,da,O,8759,79,81,674,9,teste
28198,Cúpula,B-NOME_ORGANIZACAO,8759,82,88,674,9,teste
28199,da,I-NOME_ORGANIZACAO,8759,89,91,674,9,teste
28200,Cachaça,I-NOME_ORGANIZACAO,8759,92,99,674,9,teste
28201,se,O,8759,100,102,674,9,teste
28202,reuniram,O,8759,103,111,674,9,teste
28203,na,O,8759,112,114,674,9,teste
28204,sede,O,8759,115,119,674,9,teste
28205,da,O,8759,120,122,674,9,teste
28206,Companheira,B-NOME_ORGANIZACAO,8759,123,134,674,9,teste
28207,para,O,8759,135,139,674,9,teste
28208,degustar,O,8759,140,148,674,9,teste
28209,e,O,8759,149,150,674,9,teste
28210,avaliar,O,8759,151,158,674,9,teste
28211,amostras,O,8759,159,167,674,9,teste
28212,de,O,8759,168,170,674,9,teste
28213,37,O,8759,171,173,674,9,teste
28214,barris,B-RECIPIENTE_ARMAZENAMENTO,8759,174,180,674,9,teste
28215,de,O,8759,181,183,674,9,teste
28216,carvalho,B-TIPO_MADEIRA,8759,184,192,674,9,teste
28217,envasados,O,8759,193,202,674,9,teste
28218,com,O,8759,203,206,674,9,teste
28219,Cachaça,O,8759,207,214,674,9,teste
28220,Companheira,B-NOME_BEBIDA,8759,215,226,674,9,teste
28221,envelhecida,O,8759,227,238,674,9,teste
28222,12,B-TEMPO_ARMAZENAMENTO,8759,239,241,674,9,teste
28223,anos,I-TEMPO_ARMAZENAMENTO,8759,242,246,674,9,teste
28224,.,O,8759,246,247,674,9,teste
28225,A,O,8760,0,1,674,9,teste
28226,partir,O,8760,2,8,674,9,teste
28227,desta,O,8760,9,14,674,9,teste
28228,pré,O,8760,15,18,674,9,teste
28229,-,O,8760,18,19,674,9,teste
28230,seleção,O,8760,19,26,674,9,teste
28231,",",O,8760,26,27,674,9,teste
28232,apenas,O,8760,28,34,674,9,teste
28233,6,O,8760,35,36,674,9,teste
28234,foram,O,8760,37,42,674,9,teste
28235,escolhidos,O,8760,43,53,674,9,teste
28236,para,O,8760,54,58,674,9,teste
28237,o,O,8760,59,60,674,9,teste
28238,blend,B-CLASSIFICACAO_BEBIDA,8760,61,66,674,9,teste
28239,.,O,8760,66,67,674,9,teste
28240,Por,O,8761,0,3,674,9,teste
28241,isso,O,8761,4,8,674,9,teste
28242,ela,O,8761,9,12,674,9,teste
28243,é,O,8761,13,14,674,9,teste
28244,tão,O,8761,15,18,674,9,teste
28245,limitada,O,8761,19,27,674,9,teste
28246,.,O,8761,27,28,674,9,teste
28247,Por,O,8762,0,3,674,9,teste
28248,isso,O,8762,4,8,674,9,teste
28249,ela,O,8762,9,12,674,9,teste
28250,é,O,8762,13,14,674,9,teste
28251,tão,O,8762,15,18,674,9,teste
28252,especial,O,8762,19,27,674,9,teste
28253,.,O,8762,27,28,674,9,teste
28254,Companheira,B-NOME_BEBIDA,8763,0,11,674,9,teste
